Subject	Predicate	Object
Calcium amino acid chelate capsule	belongTo	drug
Calcium amino acid chelate capsule	source	hudongbaike
Nonyl four ene ester	mold	Capsule
Nonyl four ene ester	source	WikiPedia
Nonyl four ene ester	dosage	Oral administration
Nonyl four ene ester	belongTo	drug
Nonyl four ene ester	source	hudongbaike
GUI PI Wan	source	WikiPedia
GUI PI Wan	source	hudongbaike
GUI PI Wan	belongTo	drug
Qiwei grape powder	source	WikiPedia
Qiwei grape powder	source	hudongbaike
Qiwei grape powder	belongTo	drug
Captan	source	hudongbaike
Captan	source	WikiPedia
Captan	belongTo	drug
Skin cleanliness	source	WikiPedia
Skin cleanliness	source	hudongbaike
Skin cleanliness	belongTo	drug
Skin cleanliness	mold	Ointment
Penetrating bone ointment	source	WikiPedia
Penetrating bone ointment	source	hudongbaike
Penetrating bone ointment	belongTo	drug
Compound Yimu granules	source	WikiPedia
Compound Yimu granules	source	hudongbaike
Compound Yimu granules	belongTo	drug
Sulfamethoxazole tablets	source	hudongbaike
Sulfamethoxazole tablets	source	WikiPedia
Sulfamethoxazole tablets	belongTo	drug
Toothache Ning	source	WikiPedia
Toothache Ning	source	hudongbaike
Toothache Ning	belongTo	drug
Sleeping doctor capsule	belongTo	drug
Sleeping doctor capsule	source	WikiPedia
Sleeping doctor capsule	source	hudongbaike
Guang Shun San	source	hudongbaike
Guang Shun San	belongTo	drug
Guang Shun San	source	WikiPedia
Madder pill	source	WikiPedia
Madder pill	belongTo	drug
Madder pill	source	hudongbaike
Ganoderma spore powder breaking capsule	belongTo	drug
Ganoderma spore powder breaking capsule	source	WikiPedia
Ganoderma spore powder breaking capsule	source	hudongbaike
Chitin soft capsule	belongTo	drug
Chitin soft capsule	source	hudongbaike
Chitin soft capsule	source	WikiPedia
Sultamicillin Tosilate Tablets 	source	hudongbaike
Sultamicillin Tosilate Tablets 	source	WikiPedia
Sultamicillin Tosilate Tablets 	belongTo	drug
Tobramycin Sulfate For Injection 	source	hudongbaike
Tobramycin Sulfate For Injection 	belongTo	drug
Tobramycin Sulfate For Injection 	source	WikiPedia
Fingered citron	source	hudongbaike
Fingered citron	source	WikiPedia
Fingered citron	belongTo	drug
Tortoise shell nourishing Yin tablet	belongTo	drug
Tortoise shell nourishing Yin tablet	source	WikiPedia
Tortoise shell nourishing Yin tablet	source	hudongbaike
Liver protecting powder	belongTo	drug
Liver protecting powder	source	hudongbaike
Liver protecting powder	source	WikiPedia
Angelica powder	belongTo	drug
Angelica powder	source	hudongbaike
Angelica powder	source	WikiPedia
Amo Shapin	belongTo	drug
Amo Shapin	source	hudongbaike
Amo Shapin	source	WikiPedia
naproxen	prescription drugs	Over-the-counter drugs
naproxen	source	hudongbaike
naproxen	source	WikiPedia
naproxen	belongTo	drug
To hold the office and to lose	source	WikiPedia
To hold the office and to lose	source	hudongbaike
To hold the office and to lose	belongTo	drug
Mite	belongTo	drug
Mite	source	hudongbaike
Mite	source	WikiPedia
White kidney bean compound tablet	source	hudongbaike
White kidney bean compound tablet	belongTo	drug
White kidney bean compound tablet	source	WikiPedia
Li le	belongTo	drug
Li le	prescription drugs	Over-the-counter drugs
Li le	source	WikiPedia
Li le	source	hudongbaike
Princess nutrients	source	WikiPedia
Princess nutrients	belongTo	drug
Princess nutrients	source	hudongbaike
Youfuning capsule	source	hudongbaike
Youfuning capsule	belongTo	drug
Youfuning capsule	source	WikiPedia
Keaibao silkworm protein capsule	source	WikiPedia
Keaibao silkworm protein capsule	belongTo	drug
Keaibao silkworm protein capsule	source	hudongbaike
Dai Fen capsule	source	hudongbaike
Dai Fen capsule	source	WikiPedia
Dai Fen capsule	belongTo	drug
Five flavor golden pill	source	hudongbaike
Five flavor golden pill	source	WikiPedia
Five flavor golden pill	belongTo	drug
Rhizoma Bletillae tablets	source	hudongbaike
Rhizoma Bletillae tablets	source	WikiPedia
Rhizoma Bletillae tablets	belongTo	drug
Albite	source	hudongbaike
Albite	source	WikiPedia
Albite	belongTo	drug
Taihe magic pill	belongTo	drug
Taihe magic pill	source	WikiPedia
Taihe magic pill	source	hudongbaike
Yiqi tiaogan Decoction	source	WikiPedia
Yiqi tiaogan Decoction	belongTo	drug
Yiqi tiaogan Decoction	source	hudongbaike
Qinggan Qiwei powder	belongTo	drug
Qinggan Qiwei powder	source	hudongbaike
Qinggan Qiwei powder	source	WikiPedia
Afternoon tea capsule	source	hudongbaike
Afternoon tea capsule	source	WikiPedia
Afternoon tea capsule	belongTo	drug
Lycopene capsule	source	WikiPedia
Lycopene capsule	source	hudongbaike
Lycopene capsule	belongTo	drug
Tian Xian San San	source	WikiPedia
Tian Xian San San	belongTo	drug
Tian Xian San San	source	hudongbaike
Pearl eight treasures pill	source	WikiPedia
Pearl eight treasures pill	belongTo	drug
Pearl eight treasures pill	source	hudongbaike
Velino capsule	source	WikiPedia
Velino capsule	belongTo	drug
Velino capsule	source	hudongbaike
Hair ash pill	source	WikiPedia
Hair ash pill	source	hudongbaike
Hair ash pill	belongTo	drug
Sanbian Wenyang capsule	belongTo	drug
Sanbian Wenyang capsule	source	hudongbaike
Sanbian Wenyang capsule	source	WikiPedia
Dingli hypolipidemic tablet	source	WikiPedia
Dingli hypolipidemic tablet	belongTo	drug
Dingli hypolipidemic tablet	source	hudongbaike
Tonglinshu granules	source	hudongbaike
Tonglinshu granules	belongTo	drug
Tonglinshu granules	source	WikiPedia
Eleven flavor golden pill	source	hudongbaike
Eleven flavor golden pill	source	WikiPedia
Eleven flavor golden pill	belongTo	drug
Nateglinide Capsules 	mold	Capsule
Nateglinide Capsules 	belongTo	drug
Nateglinide Capsules 	source	WikiPedia
Nateglinide Capsules 	source	hudongbaike
Wei Tong San	belongTo	drug
Wei Tong San	source	hudongbaike
Wei Tong San	source	WikiPedia
That's like Sanwei pill	source	hudongbaike
That's like Sanwei pill	belongTo	drug
That's like Sanwei pill	source	WikiPedia
Terbutaline sulfate capsule	source	WikiPedia
Terbutaline sulfate capsule	source	hudongbaike
Terbutaline sulfate capsule	belongTo	drug
Esmolol injection	source	WikiPedia
Esmolol injection	belongTo	drug
Esmolol injection	source	hudongbaike
Pergolide Mesylate Tablets 	source	WikiPedia
Pergolide Mesylate Tablets 	source	hudongbaike
Pergolide Mesylate Tablets 	belongTo	drug
Long no	source	WikiPedia
Long no	belongTo	drug
Long no	source	hudongbaike
Soybean extract capsule	source	hudongbaike
Soybean extract capsule	belongTo	drug
Soybean extract capsule	source	WikiPedia
Wenweishu effervescent tablet	source	WikiPedia
Wenweishu effervescent tablet	source	hudongbaike
Wenweishu effervescent tablet	belongTo	drug
Litemin capsule	source	WikiPedia
Litemin capsule	source	hudongbaike
Litemin capsule	belongTo	drug
Qufeng tiaozheng Decoction	source	hudongbaike
Qufeng tiaozheng Decoction	source	WikiPedia
Qufeng tiaozheng Decoction	belongTo	drug
Clove toxin pill	source	hudongbaike
Clove toxin pill	source	WikiPedia
Clove toxin pill	belongTo	drug
Lubaozhai deer embryo cream	belongTo	drug
Lubaozhai deer embryo cream	source	WikiPedia
Lubaozhai deer embryo cream	source	hudongbaike
Taibai ginseng	belongTo	drug
Taibai ginseng	source	WikiPedia
Taibai ginseng	source	hudongbaike
Adenine phosphate tablets	belongTo	drug
Adenine phosphate tablets	source	WikiPedia
Adenine phosphate tablets	source	hudongbaike
tarivid otic solution 	source	WikiPedia
tarivid otic solution 	source	hudongbaike
tarivid otic solution 	belongTo	drug
Jinweishen compound Weining capsule	source	WikiPedia
Jinweishen compound Weining capsule	belongTo	drug
Jinweishen compound Weining capsule	source	hudongbaike
Two saints and elites	source	WikiPedia
Two saints and elites	source	hudongbaike
Two saints and elites	belongTo	drug
Tianma Qufeng pill	source	WikiPedia
Tianma Qufeng pill	belongTo	drug
Tianma Qufeng pill	source	hudongbaike
Wushu Baozhen pill	source	hudongbaike
Wushu Baozhen pill	belongTo	drug
Wushu Baozhen pill	source	WikiPedia
Retrofecal bile pigment	belongTo	drug
Retrofecal bile pigment	source	WikiPedia
Retrofecal bile pigment	source	hudongbaike
Ophthalmic eye drops	source	hudongbaike
Ophthalmic eye drops	belongTo	drug
Ophthalmic eye drops	source	WikiPedia
Prothrombin time reagent	belongTo	drug
Prothrombin time reagent	source	WikiPedia
Prothrombin time reagent	source	hudongbaike
Yanyanning chewable tablet	belongTo	drug
Yanyanning chewable tablet	source	hudongbaike
Yanyanning chewable tablet	source	WikiPedia
Earth bone paste	source	hudongbaike
Earth bone paste	belongTo	drug
Earth bone paste	source	WikiPedia
Ruizhi Ganoderma lucidum Cordyceps tea	belongTo	drug
Ruizhi Ganoderma lucidum Cordyceps tea	source	WikiPedia
Ruizhi Ganoderma lucidum Cordyceps tea	source	hudongbaike
Shen's double sand pill	source	WikiPedia
Shen's double sand pill	belongTo	drug
Shen's double sand pill	source	hudongbaike
Infusions	belongTo	drug
Infusions	source	hudongbaike
Infusions	source	WikiPedia
Duanyang detoxification cream	source	hudongbaike
Duanyang detoxification cream	belongTo	drug
Duanyang detoxification cream	source	WikiPedia
Adrenal hormone	source	WikiPedia
Adrenal hormone	belongTo	drug
Adrenal hormone	source	hudongbaike
Yue Zi granule	belongTo	drug
Yue Zi granule	source	hudongbaike
Yue Zi granule	source	WikiPedia
Spirenoiconazole	source	WikiPedia
Spirenoiconazole	source	hudongbaike
Spirenoiconazole	belongTo	drug
Rheumatism tablet	belongTo	drug
Rheumatism tablet	source	WikiPedia
Rheumatism tablet	source	hudongbaike
Propyl thiamine	belongTo	drug
Propyl thiamine	source	WikiPedia
Propyl thiamine	source	hudongbaike
Promethazine hydrochloride tablets	source	WikiPedia
Promethazine hydrochloride tablets	belongTo	drug
Promethazine hydrochloride tablets	source	hudongbaike
Phenethyl piperidine	source	hudongbaike
Phenethyl piperidine	source	WikiPedia
Phenethyl piperidine	belongTo	drug
Ai Wei Zhi	source	WikiPedia
Ai Wei Zhi	belongTo	drug
Ai Wei Zhi	source	hudongbaike
Bone wind pain capsule	source	hudongbaike
Bone wind pain capsule	source	WikiPedia
Bone wind pain capsule	belongTo	drug
Ethambutol tablet	belongTo	drug
Ethambutol tablet	source	hudongbaike
Ethambutol tablet	source	WikiPedia
Strong liver tablets	source	hudongbaike
Strong liver tablets	source	WikiPedia
Strong liver tablets	belongTo	drug
Qiqishouniansan	source	WikiPedia
Qiqishouniansan	source	hudongbaike
Qiqishouniansan	belongTo	drug
Wolong San	source	WikiPedia
Wolong San	source	hudongbaike
Wolong San	belongTo	drug
Anti bone hyperplasia pill	source	WikiPedia
Anti bone hyperplasia pill	source	hudongbaike
Anti bone hyperplasia pill	belongTo	drug
Group A meningococcal vaccine	source	hudongbaike
Group A meningococcal vaccine	belongTo	drug
Group A meningococcal vaccine	source	WikiPedia
Kang Shuai Ling Gao	belongTo	drug
Kang Shuai Ling Gao	source	WikiPedia
Kang Shuai Ling Gao	source	hudongbaike
Xanthinol Nicotinate 	source	WikiPedia
Xanthinol Nicotinate 	belongTo	drug
Xanthinol Nicotinate 	prescription drugs	Over-the-counter drugs
Xanthinol Nicotinate 	source	hudongbaike
Lidan Baogan granules	belongTo	drug
Lidan Baogan granules	source	hudongbaike
Lidan Baogan granules	source	WikiPedia
Liandan Xiaoyan capsule	source	WikiPedia
Liandan Xiaoyan capsule	source	hudongbaike
Liandan Xiaoyan capsule	belongTo	drug
Anshen Buqi pill	source	WikiPedia
Anshen Buqi pill	belongTo	drug
Anshen Buqi pill	source	hudongbaike
Prednisone	prescription drugs	Over-the-counter drugs
Prednisone	source	WikiPedia
Prednisone	source	hudongbaike
Prednisone	name	Prednisone
Prednisone	belongTo	drug
Albendazole Talbets 	source	hudongbaike
Albendazole Talbets 	source	WikiPedia
Albendazole Talbets 	belongTo	drug
Birth of Ruyi powder	source	hudongbaike
Birth of Ruyi powder	belongTo	drug
Birth of Ruyi powder	source	WikiPedia
Long acting oxytetracycline	belongTo	drug
Long acting oxytetracycline	source	hudongbaike
Long acting oxytetracycline	source	WikiPedia
Piperacillin	source	WikiPedia
Piperacillin	belongTo	drug
Piperacillin	source	hudongbaike
Flutamide capsule	source	hudongbaike
Flutamide capsule	source	WikiPedia
Flutamide capsule	belongTo	drug
Hypotensive powder	source	WikiPedia
Hypotensive powder	source	hudongbaike
Hypotensive powder	belongTo	drug
Phospholipase inhibitor	source	hudongbaike
Phospholipase inhibitor	belongTo	drug
Phospholipase inhibitor	source	WikiPedia
xuelian injection 	source	hudongbaike
xuelian injection 	source	WikiPedia
xuelian injection 	belongTo	drug
Piperacizine palmitate injection	belongTo	drug
Piperacizine palmitate injection	source	WikiPedia
Piperacizine palmitate injection	source	hudongbaike
Esmolol hydrochloride	source	hudongbaike
Esmolol hydrochloride	source	WikiPedia
Esmolol hydrochloride	belongTo	drug
Buspirone tablet	belongTo	drug
Buspirone tablet	source	WikiPedia
Buspirone tablet	source	hudongbaike
Vitamin D2 calcium fructose injection	source	hudongbaike
Vitamin D2 calcium fructose injection	source	WikiPedia
Vitamin D2 calcium fructose injection	belongTo	drug
Vitamin D2 calcium fructose injection	prescription drugs	Over-the-counter drugs
Stopping malaria	belongTo	drug
Stopping malaria	source	WikiPedia
Stopping malaria	source	hudongbaike
Third sex hormone	source	WikiPedia
Third sex hormone	source	hudongbaike
Third sex hormone	belongTo	drug
Virus Ling	source	hudongbaike
Virus Ling	belongTo	drug
Virus Ling	source	WikiPedia
New Zealand kangaroo essence soft capsule	source	hudongbaike
New Zealand kangaroo essence soft capsule	source	WikiPedia
New Zealand kangaroo essence soft capsule	belongTo	drug
Ethoxycarboxybenzoic acid	source	hudongbaike
Ethoxycarboxybenzoic acid	source	WikiPedia
Ethoxycarboxybenzoic acid	belongTo	drug
Aconitine tablet	source	WikiPedia
Aconitine tablet	source	hudongbaike
Aconitine tablet	belongTo	drug
Seabuckthorn paste	source	WikiPedia
Seabuckthorn paste	belongTo	drug
Seabuckthorn paste	source	hudongbaike
Big five soft pill	source	hudongbaike
Big five soft pill	belongTo	drug
Big five soft pill	source	WikiPedia
Bean pill	source	hudongbaike
Bean pill	source	WikiPedia
Bean pill	belongTo	drug
Yellow fever vaccine	source	WikiPedia
Yellow fever vaccine	belongTo	drug
Yellow fever vaccine	source	hudongbaike
Huang Xiang granules	source	WikiPedia
Huang Xiang granules	source	hudongbaike
Huang Xiang granules	belongTo	drug
Jiangzhi Paidu capsule	belongTo	drug
Jiangzhi Paidu capsule	source	hudongbaike
Jiangzhi Paidu capsule	source	WikiPedia
Glycyrrhizin tablet	belongTo	drug
Glycyrrhizin tablet	source	WikiPedia
Glycyrrhizin tablet	source	hudongbaike
Pu an Tang Hua Shi Gao	source	WikiPedia
Pu an Tang Hua Shi Gao	belongTo	drug
Pu an Tang Hua Shi Gao	source	hudongbaike
Bone dense calcium high calcium tablet	belongTo	drug
Bone dense calcium high calcium tablet	source	WikiPedia
Bone dense calcium high calcium tablet	source	hudongbaike
Multivitamin B solution	belongTo	drug
Multivitamin B solution	prescription drugs	Over-the-counter drugs
Multivitamin B solution	source	WikiPedia
Multivitamin B solution	source	hudongbaike
Compound hot compress powder	source	hudongbaike
Compound hot compress powder	belongTo	drug
Compound hot compress powder	source	WikiPedia
Tissue plasminogen activator	belongTo	drug
Tissue plasminogen activator	source	WikiPedia
Tissue plasminogen activator	source	hudongbaike
Pollen Gastrodia capsule	belongTo	drug
Pollen Gastrodia capsule	source	WikiPedia
Pollen Gastrodia capsule	source	hudongbaike
Prothrombin complex	belongTo	drug
Prothrombin complex	source	hudongbaike
Prothrombin complex	source	WikiPedia
Primaquine phosphate	source	WikiPedia
Primaquine phosphate	belongTo	drug
Primaquine phosphate	source	hudongbaike
Dingguazi red and green jelly	source	WikiPedia
Dingguazi red and green jelly	source	hudongbaike
Dingguazi red and green jelly	belongTo	drug
Dithiopropylthiamine	belongTo	drug
Dithiopropylthiamine	source	hudongbaike
Dithiopropylthiamine	source	WikiPedia
Ginseng Maimendong powder	source	WikiPedia
Ginseng Maimendong powder	source	hudongbaike
Ginseng Maimendong powder	belongTo	drug
Miliomycin	belongTo	drug
Miliomycin	source	hudongbaike
Miliomycin	source	WikiPedia
Chloramphenicol palmitate (type b)	source	hudongbaike
Chloramphenicol palmitate (type b)	source	WikiPedia
Chloramphenicol palmitate (type b)	belongTo	drug
Meimin pseudoephedrine chewable tablets	source	hudongbaike
Meimin pseudoephedrine chewable tablets	source	WikiPedia
Meimin pseudoephedrine chewable tablets	belongTo	drug
Fuling neituosan	source	WikiPedia
Fuling neituosan	belongTo	drug
Fuling neituosan	source	hudongbaike
Huang Ying Tang	source	WikiPedia
Huang Ying Tang	belongTo	drug
Huang Ying Tang	source	hudongbaike
Carbol dye	source	hudongbaike
Carbol dye	belongTo	drug
Carbol dye	source	WikiPedia
Eye drop Zhenzhu powder	source	WikiPedia
Eye drop Zhenzhu powder	source	hudongbaike
Eye drop Zhenzhu powder	belongTo	drug
Fenghe Qubi tincture	taboo	Pregnant woman
Fenghe Qubi tincture	source	hudongbaike
Fenghe Qubi tincture	belongTo	drug
Fenghe Qubi tincture	source	WikiPedia
Compound Pseudoephedrine Hydrochloride Oral Solution 	source	hudongbaike
Compound Pseudoephedrine Hydrochloride Oral Solution 	belongTo	drug
Compound Pseudoephedrine Hydrochloride Oral Solution 	source	WikiPedia
Carboxymethylstan oral liquid	belongTo	drug
Carboxymethylstan oral liquid	source	WikiPedia
Carboxymethylstan oral liquid	source	hudongbaike
