头实体	关系	尾实体
石韦散	来源	中文维基百科
石韦散	来源	互动百科
石韦散	属于	药物
金泽冠心片	来源	互动百科
金泽冠心片	来源	中文维基百科
金泽冠心片	属于	药物
普洛斯的明	属于	药物
普洛斯的明	来源	互动百科
普洛斯的明	来源	中文维基百科
回阳散	来源	互动百科
回阳散	属于	药物
回阳散	来源	中文维基百科
小儿退热冲剂	来源	中文维基百科
小儿退热冲剂	属于	药物
小儿退热冲剂	来源	互动百科
消痔栓	属于	药物
消痔栓	来源	中文维基百科
消痔栓	来源	互动百科
复方氨酚苯海拉明片	属于	药物
复方氨酚苯海拉明片	来源	中文维基百科
复方氨酚苯海拉明片	来源	互动百科
黄萱益肝丸	属于	药物
黄萱益肝丸	来源	中文维基百科
黄萱益肝丸	来源	互动百科
神圣北庭丸	属于	药物
神圣北庭丸	来源	中文维基百科
神圣北庭丸	来源	互动百科
吹喉十宝丹	来源	中文维基百科
吹喉十宝丹	来源	互动百科
吹喉十宝丹	属于	药物
羊肺散	来源	互动百科
羊肺散	属于	药物
羊肺散	来源	中文维基百科
八味茴香丸	属于	药物
八味茴香丸	来源	互动百科
八味茴香丸	来源	中文维基百科
醋酸螺旋霉素	属于	药物
醋酸螺旋霉素	来源	中文维基百科
醋酸螺旋霉素	来源	互动百科
醋煮香附丸	来源	中文维基百科
醋煮香附丸	来源	互动百科
醋煮香附丸	属于	药物
儿科七厘散	来源	互动百科
儿科七厘散	属于	药物
儿科七厘散	来源	中文维基百科
益多酯	来源	互动百科
益多酯	来源	中文维基百科
益多酯	属于	药物
依替唑仑	来源	互动百科
依替唑仑	属于	药物
依替唑仑	来源	中文维基百科
催生如圣散	来源	中文维基百科
催生如圣散	属于	药物
催生如圣散	来源	互动百科
七珠健胃茶	来源	中文维基百科
七珠健胃茶	属于	药物
七珠健胃茶	来源	互动百科
虎骨散	属于	药物
虎骨散	来源	中文维基百科
虎骨散	来源	互动百科
鸢都感冒冲剂	来源	中文维基百科
鸢都感冒冲剂	属于	药物
鸢都感冒冲剂	来源	互动百科
李百年妇净丹	属于	药物
李百年妇净丹	来源	中文维基百科
李百年妇净丹	来源	互动百科
依曲替酯	来源	中文维基百科
依曲替酯	属于	药物
依曲替酯	来源	互动百科
养心草	来源	中文维基百科
养心草	属于	药物
养心草	是否处方药	非处方药
养心草	来源	互动百科
阿普唑仑胶囊	来源	中文维基百科
阿普唑仑胶囊	来源	互动百科
阿普唑仑胶囊	属于	药物
当归注射液	属于	药物
当归注射液	来源	中文维基百科
当归注射液	来源	互动百科
丙酸倍氯米松粉雾剂	来源	中文维基百科
丙酸倍氯米松粉雾剂	属于	药物
丙酸倍氯米松粉雾剂	来源	互动百科
丙酸倍氯米松粉雾剂	类型	胶囊剂
调中四消丸	属于	药物
调中四消丸	来源	互动百科
调中四消丸	来源	中文维基百科
正安堂小儿感冒素	来源	互动百科
正安堂小儿感冒素	来源	中文维基百科
正安堂小儿感冒素	属于	药物
半夏根散	来源	中文维基百科
半夏根散	属于	药物
半夏根散	来源	互动百科
韭子丸	属于	药物
韭子丸	来源	中文维基百科
韭子丸	来源	互动百科
枯草杆菌活菌胶囊	来源	中文维基百科
枯草杆菌活菌胶囊	属于	药物
枯草杆菌活菌胶囊	来源	互动百科
台湾酵素	属于	药物
台湾酵素	来源	中文维基百科
台湾酵素	来源	互动百科
罗布麻降压胶囊	来源	互动百科
罗布麻降压胶囊	属于	药物
罗布麻降压胶囊	来源	中文维基百科
京墨散	来源	中文维基百科
京墨散	属于	药物
京墨散	来源	互动百科
铁锌钙片	来源	中文维基百科
铁锌钙片	属于	药物
铁锌钙片	来源	互动百科
保元益寿丹	属于	药物
保元益寿丹	来源	互动百科
保元益寿丹	来源	中文维基百科
桂龙咳喘宁蜜炼膏	来源	中文维基百科
桂龙咳喘宁蜜炼膏	属于	药物
桂龙咳喘宁蜜炼膏	来源	互动百科
上马散	来源	互动百科
上马散	属于	药物
上马散	来源	中文维基百科
丁香平胃丸	来源	中文维基百科
丁香平胃丸	来源	互动百科
丁香平胃丸	属于	药物
胶原凝集素	属于	药物
胶原凝集素	来源	中文维基百科
胶原凝集素	来源	互动百科
疗痔胶囊	来源	互动百科
疗痔胶囊	来源	中文维基百科
疗痔胶囊	属于	药物
回蒸膏	属于	药物
回蒸膏	来源	中文维基百科
回蒸膏	来源	互动百科
米可定阴道泡腾片	来源	互动百科
米可定阴道泡腾片	来源	中文维基百科
米可定阴道泡腾片	属于	药物
米可定阴道泡腾片	是否处方药	非处方药
小儿胃风丸	来源	互动百科
小儿胃风丸	来源	中文维基百科
小儿胃风丸	属于	药物
绿A天然螺旋藻精片	来源	互动百科
绿A天然螺旋藻精片	来源	中文维基百科
绿A天然螺旋藻精片	属于	药物
女宝丹	属于	药物
女宝丹	来源	互动百科
女宝丹	来源	中文维基百科
双山胶囊	属于	药物
双山胶囊	来源	中文维基百科
双山胶囊	来源	互动百科
复方呋噻米片	来源	中文维基百科
复方呋噻米片	属于	药物
复方呋噻米片	来源	互动百科
克霉唑尿素乳膏	来源	互动百科
克霉唑尿素乳膏	属于	药物
克霉唑尿素乳膏	来源	中文维基百科
洛哌胺	属于	药物
洛哌胺	来源	中文维基百科
洛哌胺	是否处方药	非处方药
洛哌胺	来源	互动百科
祖师麻关节止痛膏	来源	中文维基百科
祖师麻关节止痛膏	属于	药物
祖师麻关节止痛膏	来源	互动百科
助阳酒	来源	中文维基百科
助阳酒	属于	药物
助阳酒	来源	互动百科
紫茶颗粒	来源	互动百科
紫茶颗粒	来源	中文维基百科
紫茶颗粒	属于	药物
心痛宁喷雾剂	来源	互动百科
心痛宁喷雾剂	来源	中文维基百科
心痛宁喷雾剂	属于	药物
甲硝唑氯己定软膏	属于	药物
甲硝唑氯己定软膏	来源	互动百科
甲硝唑氯己定软膏	来源	中文维基百科
利舍平注射液	来源	中文维基百科
利舍平注射液	来源	互动百科
利舍平注射液	属于	药物
金刚丸	属于	药物
金刚丸	来源	中文维基百科
金刚丸	来源	互动百科
十七味大鹏丸	属于	药物
十七味大鹏丸	来源	互动百科
十七味大鹏丸	来源	中文维基百科
莱克多巴胺	来源	中文维基百科
莱克多巴胺	属于	药物
莱克多巴胺	来源	互动百科
川芎清脑颗粒	属于	药物
川芎清脑颗粒	来源	中文维基百科
川芎清脑颗粒	来源	互动百科
葡萄糖酸奎尼丁	属于	药物
葡萄糖酸奎尼丁	来源	互动百科
葡萄糖酸奎尼丁	来源	中文维基百科
复方磺胺甲噁唑片	来源	中文维基百科
复方磺胺甲噁唑片	属于	药物
复方磺胺甲噁唑片	来源	互动百科
氨糖软骨素钙片	是否处方药	非处方药
氨糖软骨素钙片	来源	互动百科
氨糖软骨素钙片	来源	中文维基百科
氨糖软骨素钙片	属于	药物
保胎无忧胶囊	来源	中文维基百科
保胎无忧胶囊	来源	互动百科
保胎无忧胶囊	属于	药物
大通真丸	来源	互动百科
大通真丸	属于	药物
大通真丸	来源	中文维基百科
龙参补益膏	来源	互动百科
龙参补益膏	来源	中文维基百科
龙参补益膏	属于	药物
附子都气丸	来源	互动百科
附子都气丸	属于	药物
附子都气丸	来源	中文维基百科
木瓜壮骨丸	来源	互动百科
木瓜壮骨丸	属于	药物
木瓜壮骨丸	来源	中文维基百科
玄胡丸	属于	药物
玄胡丸	来源	互动百科
玄胡丸	来源	中文维基百科
加减参苓白术散	来源	互动百科
加减参苓白术散	属于	药物
加减参苓白术散	来源	中文维基百科
方十一烯酸锌软膏	属于	药物
方十一烯酸锌软膏	来源	互动百科
方十一烯酸锌软膏	来源	中文维基百科
甘乳散	属于	药物
甘乳散	来源	互动百科
甘乳散	来源	中文维基百科
毛花苷丙	来源	互动百科
毛花苷丙	属于	药物
毛花苷丙	来源	中文维基百科
拳参片	来源	互动百科
拳参片	来源	中文维基百科
拳参片	属于	药物
灵精胶囊	来源	互动百科
灵精胶囊	来源	中文维基百科
灵精胶囊	属于	药物
黄龙道水散	属于	药物
黄龙道水散	来源	互动百科
黄龙道水散	来源	中文维基百科
少腹逐瘀胶囊	来源	中文维基百科
少腹逐瘀胶囊	来源	互动百科
少腹逐瘀胶囊	属于	药物
面粉口服补液盐	来源	中文维基百科
面粉口服补液盐	是否处方药	非处方药
面粉口服补液盐	来源	互动百科
面粉口服补液盐	属于	药物
丹砂玫瑰丸	属于	药物
丹砂玫瑰丸	来源	互动百科
丹砂玫瑰丸	来源	中文维基百科
宽胸气雾剂	来源	互动百科
宽胸气雾剂	来源	中文维基百科
宽胸气雾剂	属于	药物
二气散	来源	中文维基百科
二气散	属于	药物
二气散	来源	互动百科
鹿筋	属于	药物
鹿筋	来源	互动百科
鹿筋	是否处方药	非处方药
鹿筋	来源	中文维基百科
小青龙胶囊	来源	互动百科
小青龙胶囊	属于	药物
小青龙胶囊	来源	中文维基百科
克癣丸	来源	互动百科
克癣丸	来源	中文维基百科
克癣丸	属于	药物
南板蓝根冲剂	来源	中文维基百科
南板蓝根冲剂	属于	药物
南板蓝根冲剂	来源	互动百科
凡奇酵素	来源	中文维基百科
凡奇酵素	属于	药物
凡奇酵素	来源	互动百科
防风散	来源	互动百科
防风散	属于	药物
防风散	来源	中文维基百科
旗黄牌安舒膏	属于	药物
旗黄牌安舒膏	来源	互动百科
旗黄牌安舒膏	来源	中文维基百科
逐瘀固本贴	来源	互动百科
逐瘀固本贴	属于	药物
逐瘀固本贴	来源	中文维基百科
通红花注射液	来源	中文维基百科
通红花注射液	来源	互动百科
通红花注射液	属于	药物
急肝退黄胶囊	来源	中文维基百科
急肝退黄胶囊	属于	药物
急肝退黄胶囊	来源	互动百科
八灵散	来源	中文维基百科
八灵散	属于	药物
八灵散	来源	互动百科
二和散	来源	互动百科
二和散	来源	中文维基百科
二和散	属于	药物
珍黛散	来源	互动百科
珍黛散	来源	中文维基百科
珍黛散	属于	药物
萝力素	来源	互动百科
萝力素	属于	药物
萝力素	来源	中文维基百科
莫沙帕明	来源	中文维基百科
莫沙帕明	来源	互动百科
莫沙帕明	属于	药物
Unituxin	来源	互动百科
Unituxin	来源	中文维基百科
Unituxin	属于	药物
大蒜素注射液	属于	药物
大蒜素注射液	来源	互动百科
大蒜素注射液	来源	中文维基百科
康加尔多	来源	互动百科
康加尔多	来源	中文维基百科
康加尔多	属于	药物
七味熊胆散	来源	中文维基百科
七味熊胆散	属于	药物
七味熊胆散	来源	互动百科
愈肝片	来源	互动百科
愈肝片	属于	药物
愈肝片	来源	中文维基百科
泛影酸钠注射液	来源	中文维基百科
泛影酸钠注射液	属于	药物
泛影酸钠注射液	来源	互动百科
十八味戒烟丸	来源	互动百科
十八味戒烟丸	属于	药物
十八味戒烟丸	来源	中文维基百科
心脏造影	属于	药物
心脏造影	来源	中文维基百科
心脏造影	来源	互动百科
马来酸依拉普利	是否处方药	非处方药
马来酸依拉普利	属于	药物
马来酸依拉普利	来源	互动百科
马来酸依拉普利	来源	中文维基百科
扭子七	来源	中文维基百科
扭子七	来源	互动百科
扭子七	属于	药物
虱立净	来源	中文维基百科
虱立净	属于	药物
虱立净	来源	互动百科
甘草膏	来源	互动百科
甘草膏	来源	中文维基百科
甘草膏	属于	药物
GOP有机螺旋藻片	来源	互动百科
GOP有机螺旋藻片	来源	中文维基百科
GOP有机螺旋藻片	属于	药物
涤痰丸	来源	中文维基百科
涤痰丸	属于	药物
涤痰丸	来源	互动百科
亚油酸胶丸	来源	互动百科
亚油酸胶丸	来源	中文维基百科
亚油酸胶丸	属于	药物
竹林胺	来源	互动百科
竹林胺	属于	药物
竹林胺	来源	中文维基百科
一捻金丹	来源	互动百科
一捻金丹	来源	中文维基百科
一捻金丹	属于	药物
六味补肾丸	来源	中文维基百科
六味补肾丸	来源	互动百科
六味补肾丸	属于	药物
疏风活络丸	属于	药物
疏风活络丸	来源	互动百科
疏风活络丸	来源	中文维基百科
灵宝护心丹	来源	互动百科
灵宝护心丹	来源	中文维基百科
灵宝护心丹	属于	药物
康莱茵婴幼儿锌软胶囊	来源	中文维基百科
康莱茵婴幼儿锌软胶囊	来源	互动百科
康莱茵婴幼儿锌软胶囊	属于	药物
N抗血清人白蛋白试剂	来源	互动百科
N抗血清人白蛋白试剂	来源	中文维基百科
N抗血清人白蛋白试剂	属于	药物
敷毒散	属于	药物
敷毒散	来源	互动百科
敷毒散	来源	中文维基百科
七叶神安滴丸	来源	互动百科
七叶神安滴丸	属于	药物
七叶神安滴丸	来源	中文维基百科
七叶神安滴丸	类型	滴丸剂
石斛酒	属于	药物
石斛酒	来源	互动百科
石斛酒	来源	中文维基百科
注射用头孢唑啉钠	属于	药物
注射用头孢唑啉钠	来源	中文维基百科
注射用头孢唑啉钠	来源	互动百科
保真广嗣丸	属于	药物
保真广嗣丸	来源	互动百科
保真广嗣丸	来源	中文维基百科
催熟激素	属于	药物
催熟激素	来源	互动百科
催熟激素	来源	中文维基百科
麝香关节止痛膏	来源	互动百科
麝香关节止痛膏	属于	药物
麝香关节止痛膏	来源	中文维基百科
